text,label
sosa ajikinka babamai dollar,Negative
muna tare abdullahi umar ganduj zai samu nasara yardan allah,Positive
madallah bb ganduj muna goyon bayan abun daaka mana,Positive
bahaush yach tsuntsun daya ja ruwa ruwa kan doka in banda asara irin taku matsayinku yayan musulmai hausawa ach wai mace baliga tazo gaban wani namiji tayi tsirara innalillahi wai kuke claim wai tarbiya kuke bayarwa ga irin tanan munga irin tarbiyar,Negative
tayata murna ta lash gasar snapchat,Positive
lallai kuna ruwa tsindin nidai buhari gobe,Positive
aikuwa gatanan tayi kalan ganduj,Neutral
munci zabe mungama in sha allah an bawa masanin harkar aikinsa up apc,Positive
uba wuta burtai kamata yayi buhari ya gama kaima kayi,Neutral
buhariko to buhari yayafema allah ya kamu kaidashi ranar wlh zakugan annabi isah dan allah bane,Negative
to malam ganduj wayac ka fasa dama barda ai sauqi gareta tunda bada kudin aljihun ka zakai ai bazakaji komai munsa bakada asara tunda kudin talakawa,Negative
gaskiya muna amfana sosai mulkin baba buhari allah ya cigaba bashin ikon cigaba dayi mana ayyuka kamar yanda yake yigski rabon musa shugaba adali tin lokacin sardauna httpstcoartiougmw,Positive
nawa muke bin gwamnati to tabiya cikin kudin muke binta,Neutral
buhari ya gama shima bola tinubu so yake ya ci gaba daga yadda buhari ya tsaya,Neutral
ae kamata yayi ma jany tallafinsu gaba aya kan najeriya kamar yadda ma lanjeriya bata iya tallafawa aanta,Negative
govern ha close border no more foreign product ki nemo wani rabiu halliru kawai,Negative
wata kenan ana yin yajin aiki kimanin shekara kaga kuwa shima yajin aikin yayi degre najeriya,Neutral
bbc fa abu naku ai zabe america bakuda damar fadin lbr cikin gida yanzu aidama america din kuka koma,Neutral
shugabanni sukoyi yin adalci rikon amana hakuri sauraren koken talakawa yi masu hidima banda handama babaker allah ya gafarta wa mazan jiya sardauna sir ahmadu bello sir abubakar tafawa balewa gen mai malari sauran ameen,Positive
nawa akayiwa ganduj just ask o,Neutral
ni yau buhari birthday wanka bazan,Neutral
in an duba aka samu buhari th degre of mental ill obi in an duba st degre daita physiatrist riketa zasuyi,Neutral
inda ach nima sata to bazan mayarba kuwa zan mayar to saidai yan siyasar qasannan dasuka dade suna sata qasa suma sudawo abinda suka dade suna sata,Negative
abin mamaki yan ta adda sun ga gari govern nigeria kullum abin kara gaba yake tunnuna sa ran za sanu sauki sassauci har mun fara cire rai allah ka yi mana maganin wanan masifa ya tona asirin duk wani mai hannu kn kash bayin sa,Negative
haba bincik ake fa mulkin baba sorri,Neutral
baba dan uwarka ubanka ka mayarmun kudinda turama lokachin campaign,Negative
allah ya taimaka baba zulum,Positive
jankunn jankunn jankunn ya kamata tarayyar afrika ta ja kunnen shugaba trump kada ya kuskura ya kawo yamutsi siyasar amurka tunda dai sun gyara kayan ka ya zama sauk raba ash dai kunnenjaki ashi tsoka,Neutral
wai yan shia sun maku kashi kan gado wallahi kuna son kuna tautaunawa malamai kalakala banda yan shia gaskiya kusa nayi unfollow dinku dai gwamnati kuke wa aiki,Negative
allah yabiya ganduj,Positive
sorri babe buhari karbo basu isa ma akara karbowa kowa ya mutu,Negative
baba ganduj mun gode baba ganduj mun gode ah mun gode baba ganduj mun gode baba gandu goggo agayamata mungod baba ganduj mun gode karota song,Positive
ooo jamaa yan najeriya suna ganin rayuwa wai atiku yau fadin koma ga allaah kaaii jamaaaa,Negative
mtsewww wai ni don allah me yake damun buhari,Negative
shima shugaban kasar bamu hayarshi,Neutral
ya mayar damu monkey wlh muna godiya baban zahra,Negative
soja dan taaddan gwamnati,Negative
kara yawan maiakatan tsaron ta wajen diban suke so yaran yan siyasa sannan inganta albashin kara saka ido akan gurbatattun ciki tabba akayi za samu sauki matuka allah ya bawa kasar lafiya dama duniya baki daya amin,Positive
ta zama irin yadda yan najeriya suke cewa an mastamin in fito takara,Neutral
ya je kallon video ganduj r film,Neutral
gaskiya jamiyyar pdp tana tunani mai kyau,Positive
gwara tae ta ballewa baba buhari ya wadi xabe wallahi,Negative
hhhhhh abin dariya wai yaro ya tsinci haori ai bbc kun inganta hausar cew buhari halartar taron majalissar shan shayi daga gidansa aka awata kuaen an najeriya daura ma ai naga kamar hangi keda alhakin fada masa mai zaic zaun,Neutral
to waya sani shugabanni barayi sunyi yawa najeriya,Negative
buhari baya sawa ehe,Neutral
kano dai ya zama ta siyarwa gwamnati masarauta,Neutral
tab lall malam ka kuka kanka akwai inconclus fa shiga gonar buhari wany lpi,Negative
kayi mun daidai baba ganduj,Positive
ganduj rufe mana border kada yan kaduna shigodama mun gaya muku cewa bashi imani kukac wai me rusautoh gashi nan yanata rush muku kasuw aii,Negative
kana bakin ciki kano babana,Negative
ae bazai burg ni seya sa najeriya kasuwa,Negative
matsalar manya yen siyasar kasar shine akwai iya fadan magana zuciya daya suke magana,Negative
bazai iya take dokar wata garin dai garin,Negative
innaga hoton buhari olser ta ke neman tashi tsabar kama yunwa dayayi,Negative
yan bura uba zaku gane shayi ruwa munci durin uwarku allah ya kaimu shaggu matsiyata nayi nadamar zaben azzalumin har sau biyu,Negative
ai yah oneday oneday mutan sunata ransu abinsawa abaka bazabeba,Neutral
akwai yiyuwar gwamnatin najeriya zata kara karo contract korona karo biu kenan,Neutral
yar shegiya you see what your stupid caus yar tsinan niya akwai sunfiki iskanc duniya basuxo social media sunyi wlh yadda natsaneki yanxu ban tsani buhari wlh shegiya mai katon baki,Negative
innalillahi waina rajiu ya allah kana ganin irin halin muke ciki ya allah kawo mana sauki rangomi shugaban nin kusani allah ya baku milki lokacin yake so ya karbi milk sa babu makawa ya karba wllh zaku hade allah dole kuyi bayani,Positive
dakaji kasan aka hanasu masallaci coci yasa kaga cutar ta kama yaransu domin sunqi bin dokan gurin ibadu,Negative
baba dama muna hannunka akwai dai lauj cikin nadi,Negative
yafito wanchan mana garuruwa nawa basu kano sun tanadi kayansu lago suka tanadi sauran kayansu kudin lalitarsu daga baya gomnati tashigo lamarinsu,Neutral
kaji sunfi muna gaskiya kada gaji kara hakuri baba ya kusa kaiwa linta talaka zaisha jar miya,Neutral
satar akwatin zabe chin amanar qasa bana goyon bayan satar akwatin zabe agaskiya akwatin zabe bata rayuwar dan adam dokar qasa ta bada hukunchin shekara biyu gidan yari shine abinda yakamata ayiwa barawon akwati hukunchi dashi,Negative
hmm allah yakawo mana sauki rangwam yakara karemu daga dukkan abinki yakawo mana shugabanni gari abin is so sad,Positive
ash tsohon sanata ya fara abun,Neutral
allah yaji kanka baban dadi,Positive
muma fa ya kamata baba buhari ya bamu wani abu tinda anc mana stay home kasash bayarwa sukeyi yau kwanana uku gida bana fita abincina ya qare kowa saka masa account dinsa,Negative
allah ya ja kwanan baba,Positive
bafa zancen siyasa bane yai aikin maganar yafiyafa akansa kuji tsoran kucir munafurci daga zuciyarku wallahe duk me jin anyi dai dai akan maganar ya mutu ahaka dan wutan allah ya isa allah ya isa,Negative
wane darasi shugabannin zamani za koya daga marigayi janar sani abacha yau asabar yake cika shekara rasuwa tsohon shugaban mulkin sojan najeriyan ya rasu ranar ga watan yunin shekarar httpstcoozjodxasm,Positive
adilin sugababa wasummu basusan yadda buhari yakeba ahakaman ma jisuk yayyi daidai abinda kefaruwa sakamakon banrin hanyar allah adauki cewa buhari yafi kowa zama kwarai ka fadi gaskiya ace wwi bakasonai inkayi ahuru takaicin ya halakaka,Negative
me zaa kaunac ka annabin allah ma yanada mahassada ballantana banzan bazara ma talakawan suna dana sani akan zabenka sukayi,Negative
shugaban kasa yasakiyin allah wadai,Negative
kull baba,Neutral
muda buhari baxamu daena sonsa yauwa duk munafurcin mutan,Positive
apc bace apcn don za ga chanji ckin chanji,Neutral
sauran shugabanin kasa she tuna tarda wa ya manta talakkawan sa yayi wa alkawali haryanxu shuru labari,Positive
allah ya kare gomnan borno,Positive
ya kamata ywn nigeria tsaida el rufai matsayin shugaban kasa,Neutral
kawai shugaban asa yaje kano ya gaisa sarkin kanon ya sani muhammadu sanusi ll sun an tattauna shine zai wai wasu ungiyoyi kano sun nemi ya tsige sarkin kano irin sanarwar ya saba ta tsakar dare to muna jira,Negative
ai muddun kanaso kaga shugaba buhari ya auki matakin gaggawa ayi batu akan wani abu zai nemi taa lafiyarsa ya rabashi fadar gwamnati villa koda kwana aya kuwa wallahi ace buhari son alummar najeriya kwatan kwacin yadda yakeson fadar gwamati an huta,Negative
muna yimaka fatan alheri baba buhari,Positive
an samu sauyi ta bangaren wayarwa yan kasa kae harkar siyasa an samu sauyi bangaren wutar lantarki sannan bangaren noma ma an samuyi sabanin gwamnatotin baya hatta bangaren kasuwanchi ma an samu sauyi d s s,Positive
hhahahah allah yataimaki baba,Positive
gani kasa fda bake nima xa eya cewa y esa y taba ni en dai wanan maganar ci baba kowana banxa gare xai eya buga gerji y fda shekara nawa ana mgna gaji eri mganar nn muga chang k ki mgna,Neutral
presid buhari duk yayyi mai kyau ya gani mai kyau yan najeriya sundauki yardarsu sunbakah allah kawomana zaman lafiya najeriya ameen,Positive
bababuhari yakamata waiwayi gishiri har yanxu ana bada kasanshi baba kamar makarantar allon ta inda yaji shuru tanan yakekai duka,Negative
kano kam fa sei abba minsomi ganduj doh fa,Positive
shakka babu china ta zamo abin alfahari ga kasashen africa musamman ke fama durkushewar tattalin arziki mudai babban fatarmu nigeria allah yabar mana shugaba muhammadu buhari lafiya domin cigaba ayyukansa kwarai daya soma ameen,Positive
yatuna akwai hisabi ranar lahira alqawurran yayiwa yan najeriya koke koken yakeyi daga yanzu lokacin kuka agurinsa yanzu neh hakkin jamaa yarataya awuyansa,Neutral
kotun tab masa duka prison din wai dama ana bin doka nigeria ban sani b kotun bbc aka yank wanan hukuncin,Negative
laifin gwamnati don hanyar suka rame wajibi tsayar dan takara zaa gyara mana titi,Negative
kaima wata uwa kayima yan najeriyar hmm ai duk kanwar jace,Negative
gaskiya talakawa abin ya damesu zuwan atiku america to wani wani muhimmin abu siyasar sa dama kasa baki daya zargin yan apc ke masa ya kau war in har ya je america za akamashi,Neutral
mutanen katsina sanya karatun sunnanul tirmizi govern hous masari bukata iskanc kawai,Negative
yeah i watch it beforeth funniest part of it is where u said thatbaba gaskiya gaji aurensai yace to baki isa kin koma ya zanyi bataliyar yayan naki,Neutral
bandict jiya ma daddar sunshiga garin dan kaya dake sheme ward sunkash mutum ukku aciki harda jaririsun kwashi dukiya sun ware abunsu kamar yadda suka sababayannan suntafi qauyen unguwar hayaqi nan ma sun kwashi dukiya suntafi hankalin kwanc,Negative
gomnatin yobe ta dade daukan mat akin,Neutral
baiji dadin mulkin buhari,Negative
tafi dai majidadin london hakimin england galadiman pariswanban america sarkin dawakin russia lapia uban africa baban marroco allah yaqara lapia falakin saudia jarman dubaii,Positive
ikon god kunji shugaban qasar arziki au daman tsakaninka mutanan kake wakilta ana kash kace kana hakuri tabdijam,Negative
ruwan majalisar dinki corona,Negative
baba wlh kada ya sake ya xagi baba danko baba buhari yafi kowa gaskiya nigeria,Positive
buhari za ayiwa tunda shine mai nigerian,Neutral
kin ga dariya fuskana oya chang ur avi ki saka hoton daush baban chinedu,Neutral
hmmmm malam yawal barka fata dai kwana arbain shidan nan basuyi kadan akwai wasu taron kawa juna sani mukeso kadanj don karawa najeriya girma idon duniya,Positive
naji dadi gari banasa baba,Positive
allah sarki kasata najeriya k,Positive
dai sakacin gwamnatin katsina neh yaush ake abu daya fisabilillahi,Negative
allah ya isah allah ya isah allah ya isah koma islamiyya ganduj akwai jahilci lamarinnan allah ya baku mulki dan nemi lahira duniya kanada ikon zakac fita muyi ibada muje kasuwa kana ji kana gani ake zalintar allah ya isah wlh jahilai dabbobi,Negative
saura baban buhari shima dan nasan kishin kauyawa,Positive
see thi guy najeriyar ma baa gama sanin ka kana maganar duniya kasan girman duniya kuwa pl karkasak mana irin maganar shirmen nan,Negative
za dai nuna mana record maganar sa bayan an tattac maganan hoto kan mulkin najeria buhari dementia yake damun buhari dai yanzu damuwar tsaron buhari ya gaza karya yake ta mana ta yau daban ta gobe daban securenorth,Negative
hahaha kowa yasanta ai apc tsiyac,Negative
hakika late comer badan azziki bane bazan mantaba antaba yimin kof daya wallahi yadda naji araina kamar namutu gashi rayuwa cikin kunci dalilin rashin masoyiyata allah sarki mutuniyar kirki baban tane me son abin duniya,Negative
gayu tashi nemi kudi najeriya inba kujerar sanata wani dan majalissa babu inda kudi zasu rika maka kamar banza dage nemi kanmu yafi,Neutral
aikuwa irin halin buhari ya yake mana xata masa bayan sunyi aur gwara yaci ubanta tin yanxu shima alquan,Negative
hbd baba jonathan mainasara,Positive
rashin hankali dakuma rashin kishin kasa ya jawo hakan dai ya kamata gomnatin nigeria dauki mataki akan wayan nan muta nen domin kawo karshen kawai congilan yan siyasa bako mai,Negative
gaskiya mudai baba badaru yace mazan suje idi don zancen nan,Neutral
ash de kahurin gask yakai toh uwar data yay babar kakar uwarsa yaxo ya kwata shege dan iskan banza httpstcoggmyypx,Negative
cash transfer koh po zaabasu sabida muji dadin lissafi tabb wallahi dukkan alamu wata rana muna zaun nigeria za muga turawa sunzo sunc tashi buhari ya siyar masu nigeria,Negative
baba buharinmu zaben mai nasara ubangiji allah muke roko ya cigaba kareka duk inda kake allah ya baka ikon cike kudurorinka alkhairi gaba daya,Positive
alhamdulillahi gaskiya ana samu sannan jinjina ga jajirtattun sojojin kasarmu allah yakara basu nasara yakin dasukeyi ayan taadda amin sannan me kira ga gwamnati data basu goyon baya bisa,Positive
nan muka kama zagin atiku yayi maganar toh ga baba nan yazo wajen,Negative
gaskiyan magana shine matannan abun nata ya fara yawa ya kamata gwamnati ta tsawata mata ta taka mata birki iyan gudun hijiran aljanu me xaa biyo kasa basu abincin,Negative
eh ai kanin baban,Neutral
maiyi baya fada said kagani aikac raayi yakan chanzawa akowani kamar chanzawar yanayi,Neutral
duk mai yiwa baba buhari hassada bakin ciki ya kash,Negative
ai bama wai jamian tsaro kadai yakama zama masu kishin kasa duka dan najeriya yakamata yazama mai kishin kasar munakira gwamnati tazan baiwa jamian tsaro gadanar aikinsu yadda ya dace allah yasa hakan shine mafi alheri dan darajar annabi saw,Positive
bbc hausa kunfiya sokancifa in baku abin zakuyi post mai za hana saka mana hoton hajiya zulai mahaifiyar baba buhari don yan kasa suyi mata addua duba irin gyaran anta yayiwa yan nigeria,Negative
allah sarki adalin shugaba babu komai allah ya tara,Positive
gaskiya indai munhadu dashii fuska fuska to yaseeen xantamaitanbaoye akanmuu yan najeria dakuma alkawarin daya daukarmana najiii koyasamiii damar cikamanasuuu bakiii daya buhariiiiii buhariiiiiiii,Neutral
raayinmu kenan amshi shawararsa koda yake baizama lallai b irin shugabancin addua,Positive
allah sa dai kada ayi irin zaben nigeria,Positive
kaga kash tashin kankali budurwa tawa saurayi laifi kawai kaji daram in kuwa tsakanin saurayi saurayin tsakanin makiyi makiyi tsakanin talaka dan siyasa batayiba,Negative
nigeria ta fara rikic ma baba yanzin zai fara gane mulki nigeria,Negative
shikuma baba buhari mai yayi,Neutral
wuta baba talakawa kara godiya farin tsoho,Positive
yanzu kafara gani idai siyasac,Neutral
allah sarki muhammad buhari wlh tausaya maka hakkin dan adam akan allah ya yafe maka ysa sauran allah alumma suma yafe maka,Positive
kanada gskiya baba,Positive
haba baba adai duba maganarka gski is not possibl,Negative
mamaki faruwar hakan tsakanin domin nan nigeria shugaba buhari yasan bakowan zai bashi kwarin guiwar cigaba mulkiba musamman talakkawa duba irin halinda talakkawa muke ciki fargabarmu nan itac ya sake darewa kaddara ta auku ya mutu yabar cizon yat,Negative
har nima cewa zana zo bani rancen kudin wlh karar kidan baba buhari kaico allah kayi wadaran naka ya lalac allah yasa england tazo ta kare kowa ma ya rasa inda mulkin tsohon,Negative
mungan masu cewa babana munsan bakuda samarin shiyasa kukac hakan tau kowac taxo ta biyani inda hali naga wadda tayi tabiya sadaki,Neutral
allahuakbar allah yajikan magabatanmu wani abu kasata nigeria talaka yayi kuka bawanda zaic mishi meyasameshi dazarar hamshakin gwamnati atajiri yayi dariya tambayeshi meke damunka allah sarki talaka allah yabi maka hakkinka,Positive
nikam ma buharin nan bazai mutu bane,Negative
allah yajikan yagafarta masa kalubal gareka buhari arewacin nigeria on fire,Positive
raayin kenan dai allah ya bamu shugabanni gari,Positive
hotunan baba buhari,Neutral
dai twittern muke yanzu twittern muke yi yanzu to allah ya tsine wa masu hanu dakatarwan nan domin sunci amanan baba buhari,Negative
wallahi lokacin manya suke nuna mana buhari abun bawa amanar kasa bane gani muke kawai san zuciya sukebahaush yai gaskiya yace abin babba ya hango yaro ya hau duts dala baze hangoshi bawallahi munyi kuskuren zabar ka buhari,Negative
muna masa sannu fatan allah ya kara hada kan shugabannin africa dama duniya baki daya,Positive
ai buhari kadai bahduk yan siyasar arewa halayyar dayaallah ya saka mana,Negative
gaskiya ni banga darasi aka dauka sabida babu wani canji akayi maganc matsalolin baya ya haddasa kashekashen yanzu babu kunchi takura talauci taaddanc jahilci babaker cin hanci rashawa duk dauin kaskanc sune agaba,Negative
mansuraku ja baban nakun nan ciki faaa,Neutral
pu presidenti villa abuja presidenti elect result apc pdp fada masu yaci rumfar,Neutral
ramadan de yazo atuba abi allah aita bin offic din yan siyasa makiya allah tam,Positive
ganduj yaja sallar sarki,Neutral
shekarun mamanta sannan nawan shekarun babantakina damar turawa abokanka maabota lissafi don neman amsa,Neutral
yan kwanakin nan fa hannun mai girma shugaban kasa muhammadu buhari bude yake kyauta kawai yakeyi nima allah ya tsaga rabona saura wani yacemun nai bara,Positive
zakuci naman baba lale,Negative
dai yar najeriya taji kunya wlh,Negative
tsohon zai iya gwamnatin duk yan arewa cike marasa amfani azzaluman ciki sun fi kirkin ya rahmani raheem ka yafe mana ka ji kukan,Negative
allah ya kyauta an bar al umma cikin masifar talauchi tashin hankali allah ya sakawa masu hakki ya kamata kamar yadda ake sauran kasashen duniya suka ci gaba shugabanni dai daukar dukiyar al umma aka basu amana kamar tasu,Positive
maigidan nata ma ta sosok fili gaban duniya bare wani mamman daura aisha ta manta buhari gatar ta babu tsoho wacec,Negative
alhamdulillah plash back kaura governor bauchi baba allah yamaka jagora,Positive
to allah ya kawomana karshen mulki lafiya yabamu shugabanni masu sammu ameen,Positive
uban me zai yi ma shugaban kwadigo kankamban elrufai zai gagar walahi nonsens governor,Negative
munana tare sarkiallah y aiko d baban rabo,Positive
allahussamad allah yamana maganin shugabannin nan,Positive
maganar lapiar kwakwalwa ana cikin mulki buhari,Neutral
masha allah allah yakaika lafiya baba,Positive
insha allah kafin komai zeyi daidai dan allah akara hakuri shugaba sane daku mutan nigeria,Positive
baba buhari taa yin irin itel in ka,Neutral
karenamuna wayau inba renin hankalina bn arewa cin najeriya gaba daya ai zaa iya ciyar dasu bn zamfara gaba daya guda nawa zakac bn anka kash,Negative
zanc mana adalci dan abin yafara isar wlh mun gaji ga petrol hawa yake wlh bashi imani baya tausayin talakawan arewa me yake mna nan yaxo yayi mna kuka azab ga abin zai saka mana dashi nan,Negative
bbc bakujin magan akwaiku akwai kawo karin magana madaidaici halinda mutanen nigeria ke ciki kusani maigirma shugaban kasar nigeria yayi allah wadai rubutu,Negative
wane irin cibiyoyin corona thi govern should open our school bi corona gudu kwala mata sanda,Negative
to za dauresu naga shima baban gashinan babu mask fuskarsa,Neutral
nanufin shuwagabannin nigeria sachi kudin alumma sukai kasan wajebarasu anfanan yan najeriya sheba,Negative
daman fah anc mulkin buhari kaman makarantar allo duk inda yaji shiru nan yake yake duka yau masu janareto aka tuso,Negative
walhhi kuwa allah dai ya bamu adalin shugaba mai adalci amiiin,Positive
yanxn kagan basu shiryama zaben kenn next level,Neutral
ga mai kiba bbc hausa fa cin fuskayaya zaayi don kunga baba buhari mai gaskiya siriri zaku kawo mana karin maganan tom dukda siriri karfin shida baida karfi ai bau daukin nauyin najeriyawa,Negative
ni ga tawa shawarar yan majalisar amurka sun aminc bai wa dukkan yan kasa matasa dala kyauta fiy naira httpstcoaeyzaxxpv covidngr httpstcoyvlxiyur staysafenigeria,Positive
buhari wai gurin zai gogu bane,Neutral
ash yasan muna jin yunwa iskancin daman hmm buhari kenan,Negative
batu mallam nasiru yake nima goyon baya najeriya qasa aya alumma aya,Positive
an rantsar sabon shugaban tunisia httptcolafjwatgmb too so soon by hi grace,Neutral
magana ta qare buhari yayi bacci akan taaddanc qasar nan maganar gaskiya,Negative
sauran najeriya,Neutral
sabida kano talakawa ke yank hukunci ranar zabe bulala,Negative
wai shugaba buhari ganawa daliban kankara girma dai yafadi wallahi ace yakasa domin yima iyayensu jaje dai yaje domin ladan ganin ido,Negative
abun mamaki yawa yake to wai arewa najeriya take bane wani abun kamar asiri ciki allah ya kyauta ya iya mana,Positive
babu wani malami jamiin gwamnati dayac ayi addua saidai suce stay at home and wash your hand,Negative
babu gwamnatin data hambaka talauchi nigeria irinta,Negative
karya daga gwamnatin nigeria bbc hausa ta yaya ka san an yank wutar mene amfanin fadawa duniya wanan labarin shirmen,Negative
ynxu rahama tasan allah byan ta rush dokarshi takuma jama manzanshi cin mutunci ni wlh daki rika jama manzon allah cin mutunci gwamma ace bakixo duniya musulma,Negative
yake allah karda nuna ma yan najeriya za ace gwanda bihari,Positive
haba ae baba buhari yayi kokari matuka,Positive
muna dai godiya baba kowa ya samu yanzu kam,Positive
allah kasa zuwan shine sanadiyyar kawo karshen covid najeriya ma sharri suka zo dashi y allah ka mayar dashi alkhairi,Positive
malam atiku ai kune govern yanzu mezamuc kenan,Neutral
exactli malam but son duniya ya hana gane gaskiyaidan mutum yayi magana ace ya raina shugabaamma now is high time for them to understandbecaus we will not ster silent againsecurenorth,Negative
to ubangiji yaimanq maganin sannan muna kira ga gomnati pl n pl takara tsaurara tsaro,Positive
mganan banza kasannan mun dauki tsananin yarda mun bawa gomnati karsh dame suka saka mana an wawush mana dukiyan kasa ruwa titi kiwon lapiya mai inganc abin takai takawo ranmuma bamu tsira dashi mun yank kauna akan kasarnan wlhi,Negative
ai daga ganin baba buhari asiri ya ke ta dawainiya dashi,Negative
dan allah daina kawo mana irin wadannan labarun haushin buharin duk kash kash ake yi arewa yataba yin wata maganar,Negative
kawai saka hukuncin kisa ga masu kidnap domin shine mafitar maganc wannanatsalar taimaka wa talakkawa dokar kisa akan masu kidnap domin talakka kadai abin zaifi wahalarwa,Negative
buharin ma suke masa rubuc wai an kash wai wai tsowan kawai bai iya komai ya yarda ta bakin donald trump uwa gawa yake baya iya komai,Negative
karyan wlh babu wn shegen ya isa wlh wata doka wlh,Negative
buhari baajin kunyaryin karya,Negative
aiki aiki aiki dai baba,Positive
trump bazai iya lash zaben amurka har ya hada governor of kano gandular httpstcokihgnstf,Negative
yar kwaluba dole ai tunda kun hana cin yar gwamnati kun bar yar chana yar beru uwayen nata fama tsinta allah ya isa,Negative
nidai jihata shiru muke ji adamawa bamu san ma wace ranar zaa bada date din kammala zaben wlh,Neutral
tabba mun gani baba,Neutral
bari karaji wani batur yazagi najeriya rashin bin doka,Negative
niban gane irrin abunba ya mutun bazai je yasatoba baba ya sato azo har gida asac,Negative
anyi baa yi kenan shugaba buhari ya ayi noma anyi noma tattalin arziki bata karu yunwa bata ragu yanxu yace rufe iyakokin kasar dena shiga shinkafa ya sake saka haraji kan kudaden talakawa suke ajiya banki domin dai ya karya talaka kawai,Negative
saura takai ya kira ganduj,Neutral
yau naji nafara son ganduj wlh zuciyyata uban abba zama daram insha allah,Positive
baba manjo aikin ka kyau my peopl pleas stay safe corona viru is realaciga wank hanu stay safe and dont forget alway wear your face mask,Positive
insha allah baba kaikeda nasara ai imanin yy allah yasa yace xaici dan yasan ubangijinsa baxai kunyatashihav faith in allah nd he will never let u down,Positive
gaskia akwai lauj cikin nadi duk bazai wuce polit bazai rasa alaqa tallafin kudi gwamnatin kano ta nema ga gwamnatin garayya nidai ban tabajin inda aka fara gwajin covid aka dakatar kano thi is veri bad wallahi,Negative
buhari ya ci zabe,Positive
dumi dumi an kame tsohon firaministan malaysia,Neutral
allah ya kara maka lapia baba allah ya hore mana abin siya,Positive
shugaban talakawa arewacin nigeria ashirin dadin everybodi,Neutral
allah ya karemu sbd shugaba jagaba afadar sarki allah wato muhammad dan amina sa abdullahi,Positive
to buhari yaiya larabcin bbc aiya kamata kusako mana hirar dasukayi muji,Neutral
nine ganduj yarona zansa,Neutral
yayi dai wllh tunda bana bane dama talaka wane sun kwash kayan allah yashiga tsaka nin muda mugayen shugaba amin,Positive
shure shure bai hana mutuwa gaskiyan baba buhari,Neutral
ganduj disciplin master,Neutral
allah sa shine mafi alheri ga talaka wan nigeria allah bawa buhari ikon yin mulki cikin adalci koshin lafiya,Positive
nigeria baba allah kataimaki babanmu akan aikin alheri allahumma amin,Positive
allah ya tsinewa kalaman garba shehu makaryaci wawa marassa kisin yankinsu hakan meyasa akanemi kuriar wlh allah wadai buhari allah ya isa kuncin amanar wlh zakuga karshinku,Negative
rokon gwamnati mai adalci data duba tabani aiki,Positive
lallai karsh gardama yazo baba ganduj ayi saukal kawai muna goyan baya,Positive
sbd sunqi zabarshi senat presid,Neutral
duniyan nan baki daya ban wata kasa kamar godiya najeriya ta cika shekara sittin nigeriaat httpstcosghjgpsuk,Positive
addu yakamata muyi allah yabamu shugaba gari,Positive
ban yarda kana yi baka kara kudin man fetur tunda kain ministan fetur,Negative
kaji wai bincik bayan ga abu anyi kiri kiri rashin gaskia irin shugaban nigeria haba allah,Negative
talakkan najeriya famada fatara rashin aikinyi rashin tsaro wasu yankuna cikin kasata najeriya,Negative
me baba yayi,Neutral
an samu sauyin lokacin tattaunawar inda yanzu za yi ta misalin dare agogon najeriya nijar mun gode,Neutral
innali lahi wa innah ilaihir rajiun matsalan rashin tsaro kullum kara habaka yakegashi mun kasa samun wani gamsashen bayani daga gwamnatianma tunanina yaran nan sunyi karanta fuskantar irin wanan tashin hankalin,Negative
mukuma najeriya abinn yasha ban ban fiy shekaru kenan rabon ayi yunwa mai ratsa uwar hanji irin zamanin mulkin buhari,Negative
shirm kawai wazai zabe kuuu,Negative
bbc bakuda abin post saka mana hoton buhari zazzageshi mana,Negative
gaba dai gaba dai gwamnatin jihar kaduna gaba dai gaba dai mal nasir elrufai,Positive
anayi muna jin dadi godiya baba,Positive
haryanzu wasu basu san way buhari,Neutral
allah ya wadaran naka ya lalac wani ya gyaru wanga kan bincik dun ya fara zarewa kana musulmi baka tunani ah matsayin ka malami yake dan pdp lash money,Negative
tab allah yasah lafiyah lamarin buhari fah hankali ganaii masah,Positive
tabba buhari baya bawa jahar kano goyan baya ta kowacc fuska nayi dana sanin zabar buhari shine babban kuskuren dana farayi siyasa,Negative
wai jahar shugaban kasa kenan,Neutral
akwai kunyar karsh milkin buhari kenan akwai ranar sauka,Negative
tu zaben amurica kamar zaben africa,Neutral
mutumin baiji kunyar tura dollar aljihu tayaya zaiji kunyar murd zabe,Negative
muna matuar farin ciki mataki gwamnatin kaduna allah ya tabbatar mana gwamnatoci masu aa irin ta musamman yankin arewa,Positive
kwankwaso tsoran ganduj yake wato buhari ya raina to bashi shawara yabi hankali dan shima buharin wasa yake yara,Negative
yawwa baba muna godiya karka saka baki rabu damu muci karanmu babu babbaka,Positive
to babbar mgn ai yanzu wutar lantarki bace gaban sabida yanzu kowani gida kaje akwai sola gida dan allah mai girma shugaban kasa muna bukatar inganta ilimi fadin africa baki daya,Neutral
hahahahaha bbc hausa kenan ai kunsan kaomai baiyiwa yan nigeria azo ganiba domin dukkan sassan kasar nan basu shedi jin dadi walwalaba shugabacin yanzudai izinin allah mun chanja muga domin abin yaisa karya kawai ake mana,Negative
kagama iyayin ka baza dai kayi presid din nigeria,Negative
allah ya kyauta najeriya kasa,Positive
